stdntid,gkschid,Z,D,gkclasssize,g1classsize,gender,race,gkfreelunch,age_kentry,gkrepeat,gkspeced,gksurban,gktreadss,gktmathss,gkreadmath,g1treadss,g1tmathss,g1readmath
14780,159171,0,0,24,23,1,1,0,5.24444437,0,0,3,514,576,1090,571,553,1124
14781,244799,1,0,14,19,0,0,0,5.836111069,0,0,2,437,478,915,519,523,1042
14782,180344,1,1,16,16,0,1,0,5.24444437,0,0,4,443,513,956,651,612,1263
14783,193423,0,0,24,22,1,1,0,5.247222424,0,0,3,424,454,878,475,495,970
14784,221574,0,0,19,21,0,1,0,5.263888836,0,0,3,460,494,954,571,562,1133
14786,221574,1,1,12,13,1,0,0,5.277777672,0,0,3,428,468,896,604,542,1146
14789,221571,0,0,23,23,0,1,0,5.302777767,0,0,3,384,412,796,445,439,884
14792,221571,1,1,15,15,1,1,0,5.316666603,0,0,3,411,444,855,514,562,1076
14795,244708,0,0,21,25,0,0,1,5.780555725,0,0,1,400,412,812,487,495,982
14796,221571,0,0,23,23,0,1,0,5.336111069,0,0,3,405,429,834,451,500,951
14798,225585,0,0,21,26,0,1,0,5.252777576,0,0,3,440,500,940,505,502,1007
14799,225585,0,0,21,26,1,1,0,5.175000191,0,0,3,416,463,879,471,512,983
14801,201449,0,0,22,26,0,1,0,5.188889027,0,0,3,419,439,858,536,507,1043
14804,225585,0,0,22,26,1,1,0,5.205555439,0,0,3,424,559,983,494,567,1061
14805,225585,0,0,21,26,0,1,0,5.230555534,0,0,3,428,463,891,459,502,961
14808,225585,0,0,21,26,0,1,0,5.147222042,0,0,3,431,484,915,533,510,1043
14809,225585,0,0,21,26,1,1,0,5.161110878,0,0,3,437,484,921,548,510,1058
14814,231616,0,0,21,25,0,1,1,5.266666889,0,0,3,413,444,857,428,441,869
14815,231616,0,0,21,21,1,1,0,5.275000095,0,0,3,468,547,1015,651,572,1223
14816,231616,1,1,14,15,0,1,0,5.313889027,0,0,3,455,602,1057,512,545,1057
14817,230612,0,0,23,23,0,1,0,5.216666698,0,0,3,418,449,867,494,493,987
14818,234628,0,0,22,21,0,1,0,5.252777576,0,0,3,419,500,919,527,523,1050
14820,234628,0,0,22,21,0,1,0,5.291666508,0,0,3,440,520,960,590,572,1162
14821,234628,0,0,24,21,0,1,0,5.294444561,0,0,3,436,520,956,544,529,1073
14823,234628,1,1,15,13,1,1,0,5.208333492,0,0,3,492,520,1012,651,578,1229
14824,234628,0,0,24,22,0,1,1,5.233333111,0,0,3,456,576,1032,553,572,1125
14825,234628,0,0,22,21,1,1,0,5.241666794,0,0,3,445,473,918,590,562,1152
14826,234628,0,0,23,21,1,1,0,5.241666794,0,0,3,443,478,921,604,553,1157
14828,164198,0,0,21,23,1,1,0,5.261111259,0,0,3,427,500,927,503,542,1045
14830,165199,0,0,22,22,0,1,0,5.305555344,0,0,4,463,536,999,579,601,1180
14831,123056,1,1,17,19,0,1,1,5.291666508,0,0,3,421,463,884,488,545,1033
14837,244831,1,1,17,14,0,0,1,5.833333492,0,0,2,447,473,920,629,553,1182
14840,244796,0,0,19,24,1,0,1,5.263888836,0,0,1,418,459,877,445,493,938
14841,244723,0,0,26,26,0,0,0,5.836111069,0,0,1,410,423,833,451,526,977
14847,244839,0,0,23,22,1,0,0,5.272222042,0,0,2,NA,NA,NA,590,505,1095
14849,244801,0,0,24,25,1,1,0,4.805555344,0,0,2,442,520,962,494,529,1023
14852,244831,0,0,27,24,1,1,1,6.947222233,0,0,2,456,536,992,558,584,1142
14853,244839,0,0,23,26,1,0,1,5.286110878,0,0,2,NA,506,NA,495,578,1073
14859,244755,0,0,22,21,1,0,1,5.294444561,0,0,1,448,489,937,482,520,1002
14861,244799,0,0,21,22,1,0,0,5.297222137,0,0,2,443,473,916,499,518,1017
14862,244839,0,0,23,24,0,0,1,5.300000191,0,0,2,407,484,891,469,542,1011
14865,244723,0,0,26,23,1,0,1,5.302777767,0,0,1,408,473,881,494,545,1039
14867,203452,1,1,17,17,0,1,0,5.236111164,0,0,3,565,489,1054,604,601,1205
14869,230612,1,1,16,15,0,1,0,5.400000095,0,0,3,483,506,989,503,529,1032
14870,244697,1,1,15,17,0,0,1,5.324999809,0,0,1,428,459,887,521,500,1021
14872,244755,0,0,20,21,0,0,1,5.805555344,0,0,1,419,454,873,488,479,967
14873,244736,0,1,19,15,1,0,1,5.811110973,0,0,1,NA,NA,NA,483,562,1045
14876,216536,0,0,24,24,0,1,1,5.327777863,0,0,3,485,602,1087,558,592,1150
14879,252885,0,0,20,28,1,1,0,5.319444656,0,0,3,434,473,907,540,515,1055
14884,216536,1,1,17,14,1,1,1,5.327777863,0,0,3,430,494,924,474,526,1000
14888,218562,0,0,17,24,1,1,0,5.280555725,0,0,4,497,547,1044,590,627,1217
14892,257905,0,0,22,22,0,1,0,4.25555563,0,0,4,503,473,976,651,542,1193
14896,253888,1,1,13,13,1,1,1,5.261111259,0,0,3,440,478,918,490,553,1043
14897,257899,1,1,17,15,1,1,0,5.263888836,0,0,3,400,459,859,485,572,1057
14899,257899,1,1,17,13,1,1,0,5.263888836,0,0,3,437,500,937,548,535,1083
14900,257905,0,0,21,22,1,1,0,5.269444466,0,0,4,408,444,852,439,502,941
14905,253888,1,1,13,13,1,1,0,5.302777767,0,0,3,427,506,933,487,518,1005
14906,244806,0,0,27,23,0,0,1,5.427777767,0,0,1,467,528,995,487,484,971
14907,257905,0,0,21,23,1,1,0,5.305555344,0,0,4,476,506,982,604,601,1205
14908,257899,1,1,17,13,0,1,0,5.305555344,0,0,3,424,484,908,530,557,1087
14910,257905,0,0,21,22,0,1,0,5.305555344,0,0,4,447,489,936,482,567,1049
14911,257905,1,1,12,15,1,1,0,5.308333397,0,0,4,460,506,966,536,545,1081
14912,257905,1,1,12,15,1,1,0,5.313889027,0,0,4,487,602,1089,571,653,1224
14913,257899,0,0,23,23,1,1,0,5.319444656,0,0,3,436,506,942,494,549,1043
14914,257905,0,0,21,22,1,1,0,5.324999809,0,0,4,470,478,948,530,493,1023
14919,259915,0,0,24,24,0,1,0,5.283333302,0,0,3,413,513,926,516,520,1036
14921,261927,0,0,23,21,1,1,0,5.169444561,0,0,3,382,444,826,480,463,943
14922,261927,0,0,23,21,1,1,0,5.300000191,0,0,3,397,449,846,471,454,925
14923,261927,0,1,23,17,0,1,0,5.308333397,0,0,3,413,468,881,564,512,1076
14924,261927,0,0,24,21,1,1,0,5.316666603,0,0,3,492,513,1005,629,557,1186
14925,244806,0,0,25,21,0,0,0,5.830555439,0,0,1,478,520,998,564,553,1117
14926,159171,0,0,24,23,1,1,0,5.336111069,0,0,3,465,506,971,571,542,1113
14927,262937,0,0,19,23,1,1,0,5.336111069,0,0,2,451,536,987,558,535,1093
14929,212522,0,0,23,26,1,1,1,5.349999905,0,0,4,436,478,914,524,488,1012
14930,189382,1,1,14,17,0,1,1,5.363888741,0,0,2,424,449,873,521,512,1033
14931,189382,0,0,24,22,0,1,1,5.363888741,0,0,2,445,459,904,503,518,1021
14933,203452,0,0,19,24,0,1,1,5.294444561,0,1,3,436,489,925,604,545,1149
14938,130085,0,0,20,23,0,1,0,5.355555534,0,0,2,453,513,966,604,612,1216
14944,130085,1,1,13,17,0,1,0,5.405555725,0,0,2,443,528,971,651,627,1278
14945,189378,0,0,20,23,1,1,1,5.349999905,0,0,3,393,434,827,453,479,932
14946,244774,0,0,26,23,0,0,1,7.022222042,0,0,1,443,547,990,521,515,1036
14947,164198,1,1,13,13,1,1,1,5.363888741,0,0,3,467,520,987,590,545,1135
14949,161183,0,0,22,20,1,1,0,5.336111069,0,0,3,470,536,1006,558,549,1107
14952,161183,1,1,14,14,0,1,0,5.344444275,0,0,3,495,547,1042,604,592,1196
14954,161183,0,0,23,21,1,1,1,5.352777958,0,0,3,398,418,816,NA,NA,NA
14955,191411,1,1,13,16,0,1,0,5.363888741,0,0,3,467,576,1043,571,512,1083
14956,168214,1,1,14,17,1,1,0,5.438889027,0,0,3,453,547,1000,527,653,1180
14957,161176,0,0,24,26,0,1,0,5.400000095,0,1,3,487,602,1089,651,592,1243
14958,162184,0,0,20,21,0,1,1,5.38055563,0,0,3,434,528,962,651,592,1243
14959,168214,1,1,14,17,1,1,1,5.441666603,0,0,3,408,429,837,NA,NA,NA
14961,176329,1,1,14,15,1,1,1,5.355555534,0,0,3,448,576,1024,571,562,1133
14962,168214,0,0,23,25,0,1,0,5.355555534,0,0,3,443,506,949,558,532,1090
14963,168214,0,0,22,23,0,1,1,5.36944437,0,0,3,465,484,949,629,507,1136
14965,168211,0,0,24,29,0,1,0,5.388888836,0,0,3,NA,NA,NA,NA,526,NA
14966,168211,1,1,16,17,0,1,1,5.391666889,0,0,3,433,484,917,NA,505,NA
14968,168214,0,0,22,23,1,1,1,5.413888931,0,0,3,430,506,936,571,553,1124
14969,168211,1,1,16,17,1,1,1,5.400000095,0,0,3,442,513,955,NA,549,NA
14970,168211,0,0,24,30,0,1,0,5.402777672,0,0,3,468,520,988,NA,572,NA
14972,168211,0,0,24,29,1,1,1,5.402777672,0,0,3,465,576,1041,NA,612,NA
14974,165199,1,1,13,14,0,1,0,5.336111069,0,0,4,554,602,1156,651,601,1252
14975,169280,0,0,21,25,0,0,1,5.336111069,0,0,2,450,484,934,514,538,1052
14976,169229,1,1,17,16,1,1,0,5.336111069,0,0,2,451,478,929,564,518,1082
14978,201449,0,0,21,25,1,1,0,5.338889122,0,0,3,NA,NA,NA,503,515,1018
14980,169280,1,1,15,17,0,1,0,5.344444275,0,0,2,437,494,931,512,567,1079
14982,169219,0,1,20,17,0,1,0,5.347222328,0,0,2,470,506,976,579,676,1255
14983,169229,0,0,25,21,0,1,0,5.347222328,0,0,2,443,506,949,490,532,1022
14984,221574,0,0,19,21,1,1,0,5.347222328,0,0,3,413,449,862,495,505,1000
14985,264945,0,0,24,27,1,1,0,5.347222328,0,0,2,430,459,889,548,535,1083
14986,169229,0,0,22,21,0,1,0,5.349999905,0,0,2,445,500,945,524,545,1069
14987,169229,1,1,16,16,1,1,0,5.349999905,0,0,2,476,528,1004,590,572,1162
14988,169219,0,0,20,22,0,1,0,5.349999905,0,0,2,439,478,917,524,538,1062
14989,169229,1,1,17,17,1,1,0,5.349999905,0,0,2,442,513,955,579,484,1063
14991,264945,1,1,15,17,0,1,0,5.352777958,0,0,2,478,513,991,651,567,1218
14993,244774,0,0,26,24,0,0,1,7.041666508,0,0,1,442,489,931,487,505,992
14996,262937,1,1,13,15,1,1,0,5.355555534,0,0,2,580,576,1156,651,627,1278
14997,169231,0,1,23,14,1,0,1,5.358333111,0,0,1,400,478,878,469,542,1011
14998,244774,0,0,26,26,0,0,1,7.050000191,0,0,1,414,494,908,NA,NA,NA
15003,169229,1,0,17,21,1,1,0,5.372222424,0,0,2,448,459,907,494,520,1014
15004,112038,0,0,19,28,1,0,0,5.372222424,0,0,4,410,494,904,419,497,916
15005,244806,0,0,25,22,0,0,0,7.066666603,0,0,1,456,559,1015,497,578,1075
15006,169229,0,0,22,22,1,1,1,5.372222424,0,0,2,424,500,924,509,592,1101
15007,264945,0,0,24,26,0,1,0,5.375,0,0,2,427,513,940,NA,NA,NA
15008,169280,0,0,22,25,0,1,0,5.375,0,0,2,428,500,928,492,584,1076
15010,264945,1,1,15,17,0,1,0,5.38055563,0,0,2,456,478,934,536,532,1068
15012,201449,0,0,21,26,1,1,0,5.383333206,0,0,3,538,513,1051,651,562,1213
15013,169229,0,0,25,21,0,1,0,5.383333206,0,0,2,450,528,978,524,520,1044
15016,264945,0,0,24,26,1,1,0,5.386111259,0,0,2,430,429,859,501,507,1008
15018,169231,0,0,23,19,0,0,1,5.386111259,0,0,1,419,444,863,483,512,995
15020,221571,0,0,23,21,1,0,1,5.388888836,0,0,3,374,354,728,448,465,913
15022,169231,0,0,22,21,0,1,0,5.391666889,0,0,1,424,494,918,509,542,1051
15025,201449,1,1,14,17,0,1,0,5.394444466,0,0,3,472,500,972,604,553,1157
15026,221574,1,1,12,13,0,1,0,5.397222042,0,0,3,440,484,924,544,505,1049
15027,264945,0,0,24,26,1,1,0,5.397222042,0,0,2,436,489,925,519,488,1007
15028,264945,1,1,15,17,0,1,0,5.336111069,0,0,2,460,484,944,558,567,1125
15031,230612,0,0,23,20,0,1,1,5.408333302,0,0,3,455,547,1002,536,572,1108
15034,169280,1,1,15,17,1,1,1,5.411110878,0,0,2,440,494,934,530,532,1062
15035,201449,1,1,14,17,1,1,1,5.411110878,0,0,3,472,520,992,536,553,1089
15036,201449,0,0,21,24,0,1,0,5.411110878,0,0,3,472,559,1031,564,567,1131
15037,193423,1,1,16,14,1,1,0,5.480555534,0,0,3,445,559,1004,544,545,1089
15043,169229,1,1,17,16,0,1,0,5.416666508,0,0,2,472,520,992,548,520,1068
15047,244774,0,0,26,24,1,0,1,7.00555563,0,0,1,447,444,891,483,500,983
15048,169219,1,1,13,17,0,1,0,5.322222233,0,0,2,474,547,1021,629,601,1230
15050,244727,0,0,21,21,0,0,0,5.252777576,0,0,2,461,547,1008,571,592,1163
15053,244736,0,0,19,22,0,0,1,7.083333492,0,0,1,451,513,964,495,529,1024
15055,201449,1,1,15,15,0,1,0,5.344444275,0,0,3,453,484,937,571,557,1128
15056,221574,0,0,20,22,0,1,1,5.377777576,0,0,3,430,473,903,533,542,1075
15057,173312,0,0,22,22,1,1,0,5.349999905,0,0,3,510,559,1069,571,653,1224
15060,173312,0,0,22,20,1,1,0,5.400000095,0,0,3,467,489,956,483,545,1028
15062,173312,0,0,22,21,0,1,0,5.319444656,0,0,3,474,484,958,514,549,1063
15064,173312,0,0,22,20,1,1,0,5.324999809,0,0,3,492,489,981,521,538,1059
15065,176329,0,0,22,23,0,1,1,5.366666794,0,0,3,448,576,1024,590,562,1152
15067,165199,1,1,13,14,0,1,0,5.383333206,0,0,4,487,528,1015,579,578,1157
15068,180344,1,1,16,16,0,1,1,5.358333111,0,0,4,413,429,842,540,549,1089
15069,180344,0,0,25,21,1,1,1,5.358333111,0,0,4,460,520,980,604,601,1205
15070,203452,0,0,21,24,0,1,0,5.336111069,0,0,3,472,506,978,590,545,1135
15071,191411,0,0,17,21,0,1,0,5.349999905,0,0,3,447,473,920,509,507,1016
15072,203457,0,0,19,24,0,1,1,5.352777958,0,0,3,434,463,897,514,497,1011
15075,191411,0,0,17,21,0,1,0,5.400000095,0,0,3,456,478,934,499,510,1009
15076,128076,1,1,13,15,1,1,0,5.408333302,0,1,2,413,439,852,431,481,912
15077,191411,0,1,17,16,1,1,1,5.397222042,0,0,3,393,439,832,477,470,947
15078,189396,0,0,24,20,1,1,0,5.25555563,0,0,3,522,547,1069,604,567,1171
15079,189378,0,0,19,23,0,1,0,5.341666698,0,0,3,439,468,907,604,549,1153
15080,189382,0,0,24,22,1,1,0,5.352777958,0,0,2,447,494,941,490,562,1052
15081,189378,0,0,20,23,1,1,0,5.36944437,0,0,3,422,459,881,590,542,1132
15083,123056,0,0,24,25,0,1,1,5.38055563,0,0,3,418,473,891,474,535,1009
15084,189378,1,0,15,23,0,1,0,5.25555563,0,1,3,434,489,923,521,553,1074
15085,189378,0,0,20,23,0,1,0,5.263888836,0,0,3,430,494,924,651,601,1252
15086,218562,1,1,14,13,0,1,0,5.275000095,0,0,4,465,520,985,564,562,1126
15088,189382,1,1,14,17,0,1,0,5.316666603,0,0,2,NA,NA,NA,651,557,1208
15094,123056,0,0,23,27,0,1,0,5.330555439,0,0,3,455,528,983,571,578,1149
15095,189382,0,0,23,22,0,1,0,5.333333492,0,0,2,NA,NA,NA,514,526,1040
15096,189396,1,1,17,15,0,1,0,4.333333492,0,0,3,492,559,1051,558,592,1150
15097,234628,0,0,22,21,1,1,0,5.336111069,0,0,3,428,528,956,540,549,1089
15098,189396,0,1,24,17,1,1,0,5.361111164,0,0,3,442,494,936,519,538,1057
15101,191411,0,0,19,21,1,1,1,5.355555534,0,0,3,430,454,884,NA,463,NA
15102,191411,0,0,19,21,1,1,0,5.372222424,0,0,3,445,478,923,477,502,979
15103,191411,0,0,19,22,0,1,1,5.413888931,0,0,3,405,405,810,NA,439,NA
15104,209510,1,1,14,14,1,1,1,5.363888741,0,0,3,398,392,790,434,477,911
15106,201449,1,1,14,17,0,1,1,5.338889122,0,0,3,416,454,870,NA,NA,NA
15107,201449,0,0,22,25,1,1,0,5.344444275,0,0,3,419,454,873,438,451,889
15108,201449,1,1,15,15,1,1,1,5.344444275,0,0,3,461,520,981,579,584,1163
15110,201449,0,0,21,25,1,1,0,5.38055563,0,0,3,490,500,990,590,529,1119
15111,170295,1,1,13,18,1,1,1,5.391666889,0,0,3,411,449,860,553,601,1154
15112,201449,0,0,21,25,0,1,0,5.394444466,0,0,3,456,528,984,590,538,1128
15113,162184,1,1,12,14,1,1,1,5.36944437,0,0,3,424,520,944,571,601,1172
15114,162184,1,1,12,13,1,1,0,5.377777576,0,0,3,411,489,900,553,562,1115
15115,203452,1,1,16,17,0,1,0,5.336111069,0,0,3,580,559,1139,651,592,1243
15117,203452,0,0,19,23,1,1,0,5.383333206,0,0,3,467,449,916,651,532,1183
15118,203452,0,0,21,24,0,1,0,5.408333302,0,0,3,453,468,921,527,535,1062
15119,203452,0,0,21,22,0,0,0,5.408333302,0,1,3,422,449,871,NA,532,NA
15120,203452,0,0,23,22,1,1,0,5.411110878,0,0,3,NA,NA,NA,480,474,954
15121,205492,1,0,17,29,0,0,1,5.336111069,0,0,2,403,478,881,447,493,940
15123,205492,0,0,23,29,1,0,0,6.961111069,0,0,2,424,434,858,442,481,923
15124,205488,0,0,24,23,0,1,0,5.341666698,0,0,2,451,484,935,544,542,1086
15125,203452,0,0,21,23,0,0,0,5.352777958,0,0,3,451,468,919,553,557,1110
15126,203452,0,0,19,24,1,0,0,5.352777958,0,0,3,428,459,887,540,567,1107
15128,212522,0,0,21,26,0,1,1,5.394444466,0,0,4,411,468,879,477,484,961
15130,205491,0,0,22,22,1,1,0,5.411110878,0,0,2,433,463,896,604,562,1166
15131,205488,1,1,17,14,1,1,0,5.411110878,0,1,2,453,489,942,471,515,986
15132,212522,0,0,21,26,0,1,0,5.413888931,0,0,4,443,459,902,564,526,1090
15134,128079,1,1,16,15,1,1,0,5.413888931,0,0,3,439,478,917,579,545,1124
15135,205488,0,0,24,19,0,1,0,5.336111069,0,0,2,443,473,916,495,523,1018
15136,161183,1,1,14,15,1,1,1,5.336111069,0,0,3,434,468,902,579,553,1132
15139,128076,1,1,13,15,0,1,0,5.347222328,0,0,2,416,454,870,590,584,1174
15141,130085,0,0,20,24,0,1,0,5.361111164,0,0,2,463,520,983,629,567,1196
15142,168211,0,0,23,30,1,1,0,5.372222424,0,0,3,463,489,952,NA,584,NA
15143,205490,0,0,24,24,1,0,0,5.375,0,0,1,419,418,837,536,584,1120
15144,205490,0,0,24,24,1,0,1,5.375,0,0,1,407,449,856,521,557,1078
15145,205492,1,1,16,18,0,0,1,5.377777576,0,0,2,455,494,949,488,526,1014
15146,128079,0,1,24,16,0,1,1,5.388888836,0,0,3,431,439,870,579,512,1091
15147,205490,1,1,15,17,1,0,1,5.391666889,0,0,1,416,399,815,494,507,1001
15148,244776,0,0,23,24,1,0,1,5.397222042,0,0,1,425,478,903,495,468,963
15150,161183,0,0,21,23,0,1,1,5.411110878,0,0,3,451,528,979,548,549,1097
15151,128076,0,0,24,21,0,1,1,5.327777863,0,1,2,407,444,851,438,463,901
15152,209510,1,1,14,14,0,1,0,5.336111069,0,0,3,455,528,983,571,567,1138
15153,208503,0,0,23,20,0,1,0,5.347222328,0,0,3,388,412,800,483,526,1009
15154,208501,1,1,15,17,1,1,0,5.352777958,0,0,3,424,559,983,492,578,1070
15155,208503,0,0,23,20,1,1,0,5.358333111,0,0,3,407,405,812,501,470,971
15156,259915,0,0,26,24,0,1,0,5.358333111,0,0,3,NA,NA,NA,533,562,1095
15157,259915,0,0,24,24,0,1,1,5.372222424,0,0,3,407,449,856,459,444,903
15158,208501,0,0,22,24,1,1,0,5.394444466,0,0,3,NA,NA,NA,512,520,1032
15159,259915,0,0,24,24,1,1,0,5.397222042,0,0,3,408,520,928,462,549,1011
15160,208503,0,0,24,20,1,1,0,5.336111069,0,0,3,397,429,826,507,518,1025
15161,208501,0,0,22,24,0,1,0,5.349999905,0,0,3,427,459,886,579,592,1171
15164,230612,0,0,23,20,0,1,0,5.363888741,0,0,3,437,520,957,509,529,1038
15166,193423,0,0,24,25,0,1,1,5.252777576,0,0,3,421,468,889,480,490,970
15167,215533,0,0,24,23,0,1,0,5.258333206,0,0,3,460,528,988,524,515,1039
15169,215533,0,0,24,23,1,0,1,5.263888836,0,0,3,400,439,839,423,439,862
15170,215533,1,1,17,16,1,1,0,5.266666889,0,0,3,495,602,1097,629,601,1230
15171,193422,0,0,20,25,1,0,1,5.266666889,0,0,3,453,513,966,544,538,1082
15172,215533,0,0,23,22,0,1,0,5.277777672,0,0,3,455,559,1014,579,612,1191
15174,215533,0,0,24,23,1,1,0,5.288888931,0,0,3,437,478,915,604,627,1231
15175,193423,0,0,22,19,0,1,0,5.288888931,0,0,3,421,506,927,495,512,1007
15176,193423,0,0,24,22,1,1,0,5.288888931,0,0,3,463,513,976,533,538,1071
15177,259915,0,0,26,22,1,1,0,5.300000191,0,0,3,419,506,925,487,557,1044
15178,193423,0,0,22,22,0,1,0,5.305555344,0,0,3,414,500,914,471,535,1006
15179,215533,0,0,23,23,1,1,0,5.316666603,0,0,3,467,547,1014,544,612,1156
15180,193422,0,0,22,25,0,1,0,5.336111069,0,0,3,465,536,1001,524,567,1091
15183,230612,0,0,23,23,1,1,0,5.358333111,0,0,3,461,536,997,NA,NA,NA
15185,215533,0,0,23,22,0,1,0,5.36944437,0,0,3,474,559,1033,651,592,1243
15186,193423,1,1,17,14,0,1,1,6.375,0,0,3,445,513,958,533,535,1068
15187,180344,0,0,25,22,0,0,0,5.375,0,0,4,397,399,796,564,562,1126
15188,159171,0,0,27,23,1,0,0,5.391666889,0,0,3,416,478,894,460,535,995
15189,159171,0,0,27,23,1,0,1,5.147222042,0,0,3,418,500,918,454,490,944
15190,244831,0,0,22,24,0,1,0,5.400000095,0,0,2,402,454,856,477,512,989
15192,159171,0,0,22,23,0,1,1,5.311110973,0,0,3,NA,NA,NA,530,557,1087
15193,201449,0,0,22,25,0,0,1,5.316666603,0,0,3,456,536,992,544,612,1156
15194,180344,1,1,16,16,0,1,0,5.319444656,0,0,4,451,536,987,604,562,1166
15196,193423,1,0,16,26,0,1,1,5.327777863,0,0,3,437,559,996,544,495,1039
15198,159171,0,0,22,23,0,0,1,5.333333492,0,0,3,465,494,959,495,526,1021
15201,221571,0,0,21,23,1,0,0,5.336111069,0,0,3,397,439,836,454,474,928
15202,221574,0,0,19,22,0,1,0,5.338889122,0,0,3,407,449,856,468,518,986
15203,221571,1,1,16,14,0,1,0,5.341666698,0,0,3,419,484,903,456,493,949
15204,221574,0,0,20,21,0,1,0,5.366666794,0,0,3,442,459,901,524,512,1036
15205,221571,0,0,23,21,1,1,0,5.375,0,0,3,384,375,759,471,518,989
15206,221574,1,1,12,13,1,1,0,5.377777576,0,0,3,440,520,960,558,535,1093
15207,221571,1,1,15,15,0,1,0,5.38055563,0,0,3,408,429,837,540,515,1055
15212,221571,1,1,15,14,1,1,0,5.402777672,0,0,3,410,412,822,453,553,1006
15213,221571,0,0,21,24,1,1,1,5.411110878,0,0,3,391,399,790,434,439,873
15215,212522,1,1,12,16,1,1,1,5.361111164,0,0,4,450,494,944,490,532,1022
15216,225585,0,0,22,26,0,1,0,5.336111069,0,0,3,442,547,989,509,601,1110
15217,164198,0,0,21,23,0,1,1,5.349999905,0,0,3,436,484,920,521,518,1039
15218,225585,0,0,21,26,0,1,1,5.349999905,0,0,3,418,489,907,466,526,992
15221,225585,0,0,23,26,1,1,0,5.283333302,0,0,3,405,459,864,495,477,972
15223,228606,0,0,24,22,1,1,0,5.391666889,0,0,3,450,468,918,533,653,1186
15225,228606,1,0,16,21,0,1,0,5.405555725,0,0,3,456,547,1003,604,592,1196
15226,231616,0,1,23,15,1,1,1,5.361111164,0,0,3,408,423,831,438,451,889
15228,231616,0,0,21,25,1,1,1,5.36944437,0,0,3,419,439,858,533,526,1059
15229,231616,1,1,14,15,0,1,1,5.372222424,0,0,3,447,559,1006,527,572,1099
15230,162184,0,0,20,21,0,1,0,5.386111259,0,1,3,416,459,875,512,512,1024
15231,231616,1,1,14,15,1,1,1,5.388888836,0,0,3,431,478,909,445,505,950
15233,231616,0,0,23,25,1,1,0,5.411110878,0,0,3,443,506,949,553,557,1110
15234,230612,0,0,22,23,1,1,1,5.341666698,0,0,3,425,500,925,466,529,995
15235,162184,1,1,12,13,1,1,1,5.341666698,0,1,3,403,429,832,460,500,960
15236,261927,0,0,22,21,1,1,0,5.344444275,0,0,3,510,626,1136,629,557,1186
15237,162184,0,0,20,20,0,1,1,5.349999905,0,0,3,433,528,961,564,572,1136
15238,261927,1,1,16,17,0,1,0,5.363888741,0,0,3,431,506,937,536,529,1065
15239,261927,0,1,23,17,0,1,0,5.372222424,0,0,3,532,559,1091,590,584,1174
15240,162184,0,0,20,21,0,1,1,5.375,0,0,3,NA,NA,NA,564,542,1106
15242,162184,1,1,12,13,1,1,1,5.263888836,0,0,3,443,484,927,558,578,1136
15244,261927,0,0,23,21,1,1,0,5.288888931,0,0,3,413,489,902,516,518,1034
15246,234628,0,0,23,22,0,1,1,5.344444275,0,0,3,445,500,945,540,553,1093
15247,234628,0,0,24,22,1,1,1,5.327777863,0,0,3,428,528,956,501,538,1039
15249,234628,0,0,22,21,0,1,1,5.300000191,0,0,3,416,500,916,495,567,1062
15250,234628,1,1,16,13,1,1,0,5.311110973,0,0,3,470,602,1072,629,612,1241
15252,165199,0,0,19,22,0,1,0,5.349999905,0,0,4,448,513,961,590,505,1095
15255,216536,0,0,22,21,1,1,0,5.461111069,0,0,3,433,484,917,488,538,1026
15256,205488,0,0,24,23,1,1,0,5.394444466,0,0,2,439,536,975,521,545,1066
15258,244839,0,0,23,22,1,0,0,5.336111069,0,0,2,439,576,1015,548,653,1201
15259,244727,0,0,21,21,0,0,0,5.338889122,0,0,2,463,528,991,590,549,1139
15260,244776,0,0,24,22,1,0,1,5.338889122,0,0,1,NA,NA,NA,417,428,845
15265,244764,1,1,13,12,0,0,1,5.349999905,0,0,1,413,506,919,521,562,1083
15267,244776,0,0,23,22,0,0,1,5.355555534,0,0,1,421,468,889,466,465,931
15268,244831,0,0,27,24,1,1,0,5.361111164,0,0,2,453,506,959,497,538,1035
15271,244697,0,0,27,20,0,0,1,5.366666794,0,0,1,439,484,923,477,518,995
15272,244697,1,1,15,16,0,0,1,5.366666794,0,0,1,NA,NA,NA,540,535,1075
15274,244728,0,0,17,22,0,0,1,5.372222424,0,0,1,436,478,914,499,484,983
15275,244774,0,0,26,23,0,0,1,5.372222424,0,0,1,425,528,953,483,538,1021
15278,244776,1,1,15,17,1,0,0,5.375,0,0,1,421,489,910,512,584,1096
15279,244839,1,1,15,17,0,0,1,5.375,0,0,2,411,454,865,519,484,1003
15280,244776,0,0,23,22,0,0,1,5.375,0,0,1,448,439,887,478,481,959
15283,244806,0,0,26,23,0,0,1,5.38055563,0,0,1,470,463,933,456,472,928
15286,244799,1,1,14,16,0,0,0,5.408333302,0,0,2,421,444,865,579,557,1136
15291,244728,0,1,20,13,0,0,1,5.330555439,0,0,1,430,489,919,533,535,1068
15293,244755,0,0,22,21,0,0,1,5.330555439,0,0,1,456,576,1032,579,549,1128
15294,244806,0,0,25,22,1,0,0,5.330555439,0,0,1,461,536,997,483,490,973
15295,244774,0,0,26,24,1,0,1,5.333333492,0,0,1,436,489,925,472,502,974
15298,244796,1,1,12,17,0,0,1,5.088889122,0,0,1,408,449,857,459,468,927
